Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX10107244	SRR13718665	2021-07-17 08:43:49	2021-02-16 08:57:27	5450823	821762227	5450823	150	304		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718665/SRR13718665.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264160	SAMN17923037	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085865							no					GEO	SRA1196566		public	21359367D5F5FF6DD93612E97F386C6E	11E7A5DDC9048E13B9DE1DF29CBAC63E		
SRX10107245	SRR13718666	2021-07-17 08:43:49	2021-02-16 08:57:21	7301756	1099441029	7301756	150	405		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718666/SRR13718666.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264161	SAMN17923036	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085866							no					GEO	SRA1196566		public	F00E2534F9D3317ACA0B10BF85A872C0	B0FCD920A57426CCA56BF7623010BD26		
SRX10107246	SRR13718667	2021-07-17 08:43:49	2021-02-16 08:56:44	5542285	835644859	5542285	150	310		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718667/SRR13718667.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264162	SAMN17923035	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085867							no					GEO	SRA1196566		public	9263263E8DD8C7FD750EC5EF0B4C55AC	4580886DDA404114C0A78AF37584359B		
SRX10107247	SRR13718668	2021-07-17 08:43:49	2021-02-16 08:57:32	5983209	902379137	5983209	150	330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718668/SRR13718668.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264163	SAMN17923034	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085868							no					GEO	SRA1196566		public	FBEA63E3D910384C6FA7FB4843D8B9FE	95764563ACDAD7DAC40F8C0976FEAE71		
SRX10107248	SRR13718669	2021-07-17 08:43:49	2021-02-16 08:56:45	3923918	591861598	3923918	150	218		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718669/SRR13718669.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264164	SAMN17923033	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085869							no					GEO	SRA1196566		public	FCBF5318EA0A84B74A218C77001500B1	8FE2B694D3219DD11D2E5A631E31B275		
SRX10107249	SRR13718670	2021-07-17 08:43:49	2021-02-16 08:56:40	4648910	696928675	4648910	149	259		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718670/SRR13718670.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264165	SAMN17923032	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085870							no					GEO	SRA1196566		public	04025B8ABAF90AC4A342789A627588D1	7707D9205474F6B1F2E84930EF18865D		
SRX10107250	SRR13718671	2021-07-17 08:43:49	2021-02-16 08:57:15	4733885	711083044	4733885	150	262		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718671/SRR13718671.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264166	SAMN17923031	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085871							no					GEO	SRA1196566		public	377580764893FF04480478120B8270AB	003F0D818764A570A30F13371FC3E4CF		
SRX10107251	SRR13718672	2021-07-17 08:43:49	2021-02-16 08:56:42	4774393	719058720	4774393	150	268		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718672/SRR13718672.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264167	SAMN17923048	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085872							no					GEO	SRA1196566		public	2BC989B564DD79D9DA6C16F5A902C09A	D5ED09D204188910D1325890EA1083D7		
SRX10107252	SRR13718673	2021-07-17 08:43:49	2021-02-16 08:57:37	6944564	1048005446	6944564	150	383		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718673/SRR13718673.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264168	SAMN17923047	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085873							no					GEO	SRA1196566		public	2CB82AAC09F20FD97BB736648219D4C3	631A016C55AE2138543F8732BDDDAC5B		
SRX10107253	SRR13718674	2021-07-17 08:43:49	2021-02-16 08:56:59	5311388	801928441	5311388	150	295		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718674/SRR13718674.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264169	SAMN17923012	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085874							no					GEO	SRA1196566		public	06B441B0937A3AF6C17361DE9E96834D	C936521BDFF3AB5A27CDD2818F4F5F70		
SRX10107254	SRR13718675	2021-07-17 08:43:49	2021-02-16 08:57:02	5564337	839734885	5564337	150	307		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718675/SRR13718675.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264170	SAMN17923011	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085875							no					GEO	SRA1196566		public	1F4D9F40770A60F196EDB0A8F2332FA0	0722A7CD92EBC126BFEF0822D96DEA10		
SRX10107255	SRR13718676	2021-07-17 08:43:49	2021-02-16 08:56:50	4444253	669604066	4444253	150	247		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718676/SRR13718676.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264171	SAMN17923010	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085876							no					GEO	SRA1196566		public	2A721FA54D8B8C68D670FC70138D1818	BD35EB640CB36FD3E10A0D7BC5360795		
SRX10107256	SRR13718677	2021-07-17 08:43:49	2021-02-16 08:57:43	6481217	975878713	6481217	150	361		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718677/SRR13718677.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264172	SAMN17923009	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085877							no					GEO	SRA1196566		public	79D30C6C658C9613DCDEAF15321619B6	4234249D099E7B3EC69970A495192E9B		
SRX10107257	SRR13718678	2021-07-17 08:43:49	2021-02-16 08:57:47	7934331	1191920492	7934331	150	438		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718678/SRR13718678.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306569	PRJNA702057		702057	SRS8264173	SAMN17923008	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085878							no					GEO	SRA1196566		public	5CEB0BE37BDA5F606127829F5FD1CF4B	A6CA07708A4166D2F22041A1C73302DD		
SRX10107276	SRR13718695	2021-07-17 08:39:06	2021-02-16 08:58:02	1473020	222758131	1473020	151	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718695/SRR13718695.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264192	SAMN17922999	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085887							no					GEO	SRA1196568		public	C19CADC66D36F7A7AD2E53BE677FAAC8	0440F23762016A3282E827524450E832		
SRX10107277	SRR13718696	2021-07-17 08:39:06	2021-02-16 08:58:20	1619703	244740922	1619703	151	108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718696/SRR13718696.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264193	SAMN17922998	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085888							no					GEO	SRA1196568		public	F32F763326A8B7A011C0610B53203EEC	6A8B6EB21BC9697A6CFDB61CFF93A16B		
SRX10107278	SRR13718697	2021-07-17 08:39:06	2021-02-16 08:58:15	1569254	236927786	1569254	150	107		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718697/SRR13718697.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264195	SAMN17922997	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085889							no					GEO	SRA1196568		public	A1689754D11097EDF510A4234767B5E5	174793A235884642CBB519308533C0A2		
SRX10107279	SRR13718698	2021-07-17 08:39:06	2021-02-25 20:51:02	1567964	237072825	1567964	151	105		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718698/SRR13718698.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264194	SAMN17922996	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085890							no					GEO	SRA1196568		public	7E8D7DF3497964850A581F3E70E62C1F	77352A685F6AF19950A7B3E86B205A10		
SRX10107280	SRR13718699	2021-07-17 08:39:06	2021-02-16 08:58:28	1659431	250809366	1659431	151	111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718699/SRR13718699.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264196	SAMN17922995	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085891							no					GEO	SRA1196568		public	BAD0898DABD204FF732E2EC886E33128	E4FAE49F6D42EDA760D1A701C05AF732		
SRX10107281	SRR13718700	2021-07-17 08:39:06	2021-02-16 08:58:15	1436319	217153060	1436319	151	96		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718700/SRR13718700.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264197	SAMN17922994	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085892							no					GEO	SRA1196568		public	B3790A8B6D17362514C2C857986422BB	AC945A355B085FC2557375CB2DDBA8FE		
SRX10107282	SRR13718701	2021-07-17 08:39:06	2021-02-16 08:58:32	1467618	221989673	1467618	151	99		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718701/SRR13718701.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264198	SAMN17922993	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085893							no					GEO	SRA1196568		public	34A7A2353995C732CF931B1E2B1161BF	5E1429C899CB6A6E4AF0A8707BD746AB		
SRX10107283	SRR13718702	2021-07-17 08:39:06	2021-02-16 08:58:33	1506025	227616707	1506025	151	101		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718702/SRR13718702.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264199	SAMN17923030	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085894							no					GEO	SRA1196568		public	AC9DCA2EEA3498C275CD4C3939115AB8	8DFF9F9A7B91CB703BBC9F103388972C		
SRX10107284	SRR13718703	2021-07-17 08:39:06	2021-02-16 08:58:24	1728620	261230817	1728620	151	116		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718703/SRR13718703.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264200	SAMN17923029	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085895							no					GEO	SRA1196568		public	D2364C2D12BE9DF1969F9076BD43C947	6A1DEFC18D83B9886A9C011A4B7CFFA4		
SRX10107285	SRR13718704	2021-07-17 08:39:06	2021-02-16 08:58:27	1495958	226240162	1495958	151	101		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718704/SRR13718704.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264201	SAMN17923028	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085896							no					GEO	SRA1196568		public	F8E9CED563F323CE77DFDACD55291057	409BF52BBA47610657A3075088B3FF87		
SRX10107286	SRR13718705	2021-07-17 08:39:06	2021-02-16 08:58:31	1567424	236983391	1567424	151	105		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718705/SRR13718705.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264202	SAMN17923027	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085897							no					GEO	SRA1196568		public	4FDBBB1FA3724D5BC5C181E3F8345193	504E126C3349E7FA0D48FCB64134C88D		
SRX10107287	SRR13718706	2021-07-17 08:39:06	2021-02-16 08:58:24	1429118	216201150	1429118	151	96		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718706/SRR13718706.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264203	SAMN17923026	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085898							no					GEO	SRA1196568		public	D22B9909C208937EDDCCE32059DC0C18	03B9C36C087D33AC5B10DA39068A7A81		
SRX10107288	SRR13718707	2021-07-17 08:39:06	2021-02-16 08:58:30	1394317	210685576	1394317	151	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718707/SRR13718707.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264204	SAMN17923025	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085899							no					GEO	SRA1196568		public	685A4F50806A695D4B3402BED342F54C	AC0EA255BD6BC6FC4ABB10C33672FA06		
SRX10107289	SRR13718708	2021-07-17 08:39:06	2021-02-16 08:58:39	1422190	214833053	1422190	151	95		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718708/SRR13718708.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264205	SAMN17923024	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085900							no					GEO	SRA1196568		public	FB6874BCDFB30F34AAF8409419FED316	4F5C99BBA46B7C04D752F33FFFD0D6EA		
SRX10107290	SRR13718709	2021-07-17 08:39:06	2021-02-16 08:58:45	1759670	265760098	1759670	151	117		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718709/SRR13718709.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264206	SAMN17923023	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085901							no					GEO	SRA1196568		public	33CC43F02524DAFF2D31284B8E0058A0	4815767B8ED3C8975EA80EB4DF409630		
SRX10107291	SRR13718710	2021-07-17 08:39:06	2021-02-16 08:59:05	2014552	303710483	2014552	150	134		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/SRR13718710/SRR13718710.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP306571	PRJNA702058		702058	SRS8264207	SAMN17923022	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5085902							no					GEO	SRA1196568		public	46366C7632057D429701A8020EC7DC48	5DC8847C2274CBD339E71D5D440F25EA		
SRX10269591	SRR13889862	2021-03-12 17:46:29	2021-03-09 00:06:56	26361136	7908340800	26361136	300	3208		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR13889862/SRR13889862.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403183	SAMN18206610	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141052							no					GEO	SRA1204031		public	306DBE0D8519C1CADD2C4998274ECEA4	FC5A1A692498AB9E906CBA1F77515BCC		
SRX10269592	SRR13889863	2021-03-12 17:46:29	2021-03-09 00:11:07	24342529	7302758700	24342529	300	3011		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR13889863/SRR13889863.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403181	SAMN18206609	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141055							no					GEO	SRA1204031		public	6D7F5CB860760D1CA7611297CEC1704A	A60FF39A51C4F31D1AC9432E13365D3F		
SRX10269593	SRR13889864	2021-03-12 17:46:29	2021-03-09 00:09:35	21474050	6442215000	21474050	300	2606		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889864/SRR13889864.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403182	SAMN18206608	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141057							no					GEO	SRA1204031		public	56822DD0C92E2E5587C4D1D39B8FBDB5	0C47523752B393A2D03CD8629F50034A		
SRX10269594	SRR13889865	2021-03-12 17:46:29	2021-03-09 00:11:29	21725039	6517511700	21725039	300	2642		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR13889865/SRR13889865.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403184	SAMN18206607	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141058							no					GEO	SRA1204031		public	26E1A45C37DFB51039B7C9A937B981C6	D02BEAA07EB5B07A47E97FF90887085C		
SRX10269595	SRR13889866	2021-03-12 17:46:29	2021-03-09 00:03:30	17623565	5287069500	17623565	300	2164		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889866/SRR13889866.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403185	SAMN18206606	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141060							no					GEO	SRA1204031		public	E79358F85498542AD535968686CBE962	A186E483A988695FD89CD6273135E902		
SRX10269596	SRR13889867	2021-03-12 17:46:29	2021-03-09 00:04:27	19671190	5901357000	19671190	300	2435		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR13889867/SRR13889867.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403186	SAMN18206605	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141062							no					GEO	SRA1204031		public	419C784B1A12DBD3EFBDEA5D376CB840	A1645BA3E04A6828A928A404245B8B71		
SRX10269597	SRR13889868	2021-03-12 17:46:29	2021-03-09 00:11:01	25596211	7678863300	25596211	300	3127		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889868/SRR13889868.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403187	SAMN18206604	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141064							no					GEO	SRA1204031		public	12348053C7C4AFFD63E46B5D40F5206C	9AF16ECF003BE2C82F83057E2A2D7662		
SRX10269598	SRR13889869	2021-03-12 17:46:29	2021-03-09 00:03:57	16766305	5029891500	16766305	300	2016		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889869/SRR13889869.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403188	SAMN18206603	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141065							no					GEO	SRA1204031		public	A5B5FAD0B99748FA460B2A4DC3F62C0A	B202170C3478EF56C543FC2AFAE21578		
SRX10269599	SRR13889870	2021-03-12 17:46:29	2021-03-09 00:02:59	12340599	3702179700	12340599	300	1512		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889870/SRR13889870.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403189	SAMN18206629	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141066							no					GEO	SRA1204031		public	57DBA1D98D0EFB0BEF815E32EF9FBCE2	A93491FD8103172106989E18588D07EF		
SRX10269600	SRR13889871	2021-03-12 17:46:29	2021-03-09 00:10:50	16102729	4830818700	16102729	300	1999		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889871/SRR13889871.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403190	SAMN18206628	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141067							no					GEO	SRA1204031		public	3717160702509C11BC8F5E6D4960F29A	FE0BB34E70F546FB6E75B0E63D17EAF3		
SRX10269601	SRR13889872	2021-03-12 17:46:29	2021-03-09 00:03:15	17672053	5301615900	17672053	300	2154		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13889872/SRR13889872.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309742	PRJNA707489		707489	SRS8403191	SAMN18206627	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5141068							no					GEO	SRA1204031		public	FD72216A35E155D65CA358C1106895E1	158FA62990BD63BA62A208CC0464B399		
SRX10278941	SRR13899311	2021-04-22 17:10:40	2021-03-09 00:42:25	38470578	11541173400	38470578	300	4733		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13899311/SRR13899311.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309842	PRJNA707587	3.0	707587	SRS8411011	SAMN18214264	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5145084							no					GEO	SRA1204247		public	93A6CD5270FC14D1BBBDD95F99A4F0F7	61131B1B40C964006C366AAA8C1F1332		
SRX10278942	SRR13899312	2021-04-22 17:10:40	2021-03-08 23:25:40	36305360	10891608000	36305360	300	4554		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR13899312/SRR13899312.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309842	PRJNA707587	3.0	707587	SRS8411012	SAMN18214267	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5145085							no					GEO	SRA1204247		public	3E687711DB674E9B10D7FEA05583B541	737421718017154DBA23F06B5F503B55		
SRX10278943	SRR13899313	2021-04-22 17:10:40	2021-03-08 23:00:00	37148445	11144533500	37148445	300	4626		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13899313/SRR13899313.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309842	PRJNA707587	3.0	707587	SRS8411013	SAMN18214266	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5145086							no					GEO	SRA1204247		public	BD747899A3E4E1EAC3D5CCBF5FE8DBB3	DDC91B590F87B72E844F18CCBD27C6AC		
SRX10278944	SRR13899314	2021-04-22 17:10:40	2021-03-08 23:17:14	37189760	11156928000	37189760	300	4619		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR13899314/SRR13899314.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309842	PRJNA707587	3.0	707587	SRS8411015	SAMN18214265	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5145087							no					GEO	SRA1204247		public	21E9E500FF7622A6DA82CF4F4151B688	454D907484DF427F0FCFA6C107306557		
SRX10278945	SRR13899315	2021-04-22 17:10:40	2021-03-08 22:28:15	33399497	10019849100	33399497	300	4255		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR13899315/SRR13899315.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	Illumina HiSeq 4000	SRP309842	PRJNA707587	3.0	707587	SRS8411014	SAMN18214263	simple	83332	Mycobacterium tuberculosis H37Rv	GSM5145088							no					GEO	SRA1204247		public	D397CC6E01172A61B6424C40369F452F	784E1B71B5F3FC06D19243614CE6273E		
